movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time
Faster,2009,112590100,24000000,23240020,12552925,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,98
Hauru no ugoku shiro,2005,47250100,24000000,4710455,233103872,2005-01-01,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,
The Bridge of San Luis Rey,2005,86060100,24000000,49981,1646784,2005-01-01,,Based on Fiction Book/Short Story,Live Action,Drama,0,
Old School,2003,6420100,24000000,75155000,11610463,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90
Rocky Balboa,2006,7040100,24000000,70269899,85959151,2006-01-01,Contemporary Fiction,,Live Action,Drama,1,
Footloose,2010,114270100,24000000,51802742,11187092,2010-01-01,Contemporary Fiction,Remake,Live Action,Musical,0,113
Piranha 3D,2010,119680100,24000000,25003155,58657005,2010-01-01,Science Fiction,Remake,Live Action,Horror,0,88
Dangerous Liaisons,2012,183340100,24200000,17000,10430579,2012-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110
Half Past Dead,2002,29650100,25000000,15567860,3665420,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Good Luck Chuck,2007,16220100,25000000,35017297,24166524,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
The Powerpuff Girls,2002,35040100,25000000,11411644,5014057,2002-01-01,Super Hero,Based on TV,Hand Animation,Adventure,0,
Shaun the Sheep,2015,220970100,25000000,19375982,82561080,2015-01-01,Kids Fiction,Spin-Off,Stop-Motion Animation,Adventure,0,86
Dear John,2010,125870100,25000000,80014842,62018667,2010-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
Mr. Bean's Holiday,2007,17000100,25000000,32589350,201679175,2007-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,1,
The Eagle,2010,134670100,25000000,19490041,16564665,2010-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,114
Hide and Seek,2005,10630100,25000000,51100486,72596255,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Undercover Brother,2002,14660100,25000000,38230435,2565710,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Nanny McPhee,2006,11750100,25000000,47124400,81466299,2006-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Gran Torino,2008,1890100,25000000,148095302,126447783,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
The Omen,2006,9820100,25000000,54607383,64688201,2006-01-01,Contemporary Fiction,Remake,Live Action,Horror,0,
The Lords of Dogtown,2005,35270100,25000000,11008432,2150848,2005-01-01,Dramatization,Original Screenplay,Live Action,Action,0,
Dance Flick,2009,21020100,25000000,25662155,6430606,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
The Road,2009,117920100,25000000,8114270,21092462,2009-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Stop-Loss,2008,35930100,25000000,10915744,313291,2008-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,113
Ice Princess,2005,22010100,25000000,24381334,1351000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Freddy vs. Jason,2003,5510100,25000000,82490748,31953748,2003-01-01,Contemporary Fiction,Spin-Off,Live Action,Horror,0,
Contraband,2011,151620100,25000000,66528000,31878855,2011-01-01,Contemporary Fiction,Remake,Live Action,Action,0,109
The Gambler,2014,215540100,25000000,33680992,4900000,2014-01-01,Contemporary Fiction,Remake,Live Action,Drama,0,111
Anchorman: The Legend of Ron Burgundy,2004,5330100,25000000,84136909,5339356,2004-01-01,Historical Fiction,Original Screenplay,Live Action,Comedy,0,95
King's Ransom,2005,49110100,25000000,4008527,41000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
The Passion of the Christ,2004,130100,25000000,370782930,251637737,2004-01-01,Dramatization,Based on Religious Text,Live Action,Drama,0,127
The Sitter,2011,145340100,25000000,30542576,8206828,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,81
The Wild Thornberrys Movie,2002,13960100,25000000,39882925,20586040,2002-01-01,Kids Fiction,Based on TV,Hand Animation,Adventure,0,
Cloverfield,2008,5880100,25000000,80048433,91253793,2008-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,85
Bridge to Terabithia,2007,5560100,25000000,82234139,55750649,2007-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,94
War,2007,23310100,25000000,22486409,18200000,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103
The Conspirator,2010,141940100,25000000,11538204,4369207,2010-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,122
The World's Fastest Indian,2005,46220100,25000000,5128124,13863164,2005-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,
Shark Night 3D,2011,152270100,25000000,18877153,13332588,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,85
The Grey,2011,145050100,25000000,51580136,29669040,2011-01-01,Contemporary Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,117
Eurotrip,2004,27270100,25000000,17718223,3000000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
The Box,2009,115470100,25000000,15051977,11289919,2009-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,115
"Legally Blonde 2: Red, White & Blonde",2003,4850100,25000000,90168825,34700000,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,
Love Ranch,2009,119170100,25000000,137885,8264,2009-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,
Parental Guidance,2012,168850100,25000000,77267296,43565087,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
On the Road,2010,143130100,25000000,720828,8592474,2010-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125
The Girl Next Door,2004,30800100,25000000,14589444,17045706,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
Agent Cody Banks,2003,11670100,25000000,47545060,10695398,2003-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,0,102
Possession,2002,37070100,25000000,10103647,4702165,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Bad Lieutenant: Port of Call New Orleans,2009,118960100,25000000,1702112,10711837,2009-01-01,Contemporary Fiction,Remake,Live Action,Drama,0,
Jane Got a Gun,2014,200410100,25000000,1513793,1317984,2014-01-01,Historical Fiction,Original Screenplay,Live Action,Western,0,98
The 33,2015,229970100,25000000,12227722,15855910,2015-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,120
Fly Me To the Moon,2008,30960100,25000000,14543943,28986338,2008-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,
The Greatest Game Ever Played,2005,29960100,25000000,15331289,136977,2005-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,
August:  Osage County,2010,150420100,25000000,37738810,13000000,2010-01-01,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,119
Straw Dogs,2010,105290100,25000000,10324441,929380,2010-01-01,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,110
Blindness,2008,51830100,25000000,3073392,16979566,2008-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,
Don't Be Afraid of the Dark,2010,137940100,25000000,24046682,15079745,2010-01-01,Contemporary Fiction,Remake,Live Action,Horror,0,100
The House Bunny,2008,11410100,25000000,48237389,23153212,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Ride Along,2011,148380100,25000000,134202565,19530700,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
Crocodile Dundee in Los Angeles,2001,21060100,25000000,25590119,13802992,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,
Deception,2008,47520100,25000000,4598506,8251527,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
Million Dollar Arm,2013,196280100,25000000,36447959,2769953,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123
Abandon,2002,36100100,25000000,10719367,1500000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
Taken,2009,1960100,25000000,145000989,81940596,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Warrior,2010,135940100,25000000,13657115,10558270,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,139
Anacondas: The Hunt for the Blood Orchid,2004,18060100,25000000,31526393,38800000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,
Cradle 2 the Grave,2003,16390100,25000000,34657731,21777211,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,99
The Ruins,2008,27650100,25000000,17432844,5477719,2008-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,
My Soul to Take,2010,139540100,25000000,14744435,1983035,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,107
Finding Neverland,2004,10490100,25000000,51676606,63359502,2004-01-01,Historical Fiction,Based on Play,Live Action,Drama,0,
She's the Man,2006,16720100,25000000,33687630,21390449,2006-01-01,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0,105
A Lot Like Love,2005,23680100,25000000,21835784,26000000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
August Rush,2007,17980100,25000000,31664162,34351707,2007-01-01,Fantasy,Based on Real Life Events,Live Action,Drama,0,
The Hours,2002,13370100,25000000,41597830,55354474,2002-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Jeepers Creepers II,2003,15940100,25000000,35623801,84300000,2003-01-01,Fantasy,Original Screenplay,Live Action,Horror,1,
The Counselor,2013,186790100,25000000,16973715,54035619,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
There Will Be Blood,2007,13890100,25000000,40222514,36986197,2007-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Draft Day,2014,200850100,25000000,28842237,434667,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109
Final Destination 3,2006,9880100,25000000,54098051,58700000,2006-01-01,Fantasy,Original Screenplay,Live Action,Horror,1,
Unaccompanied Minors,2006,28450100,25000000,16655224,5315607,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
No Strings Attached,2010,146720100,25000000,70662220,78565858,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
Scooby-Doo 2: Monsters Unleashed,2004,5320100,25000000,84185387,97000000,2004-01-01,Kids Fiction,Based on TV,Live Action,Comedy,1,
Hot Rod,2007,31760100,25000000,13938332,396069,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Bridget Jones's Diary,2001,6830100,25000000,71500556,210026602,2001-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,
Rugrats Go Wild,2003,14230100,25000000,39402572,16040460,2003-01-01,Kids Fiction,Based on TV,Hand Animation,Adventure,1,
Beauty Shop,2005,15610100,25000000,36351350,2000000,2005-01-01,Contemporary Fiction,Spin-Off,Live Action,Comedy,0,
BloodRayne,2006,54100100,25000000,2405420,1200000,2006-01-01,Fantasy,Based on Game,Live Action,Action,0,92
The Giver,2014,197720100,25000000,45090374,10000000,2014-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,97
No Country for Old Men,2007,6530100,25000000,74273505,89777745,2007-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,122
Cirque du Soleil: Worlds Away,2012,173670100,25000000,12512862,15500000,2012-01-01,Fantasy,Original Screenplay,Live Action,Drama,0,91
Punch-Drunk Love,2002,27220100,25000000,17791031,6800000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
Les petits mouchoirs,2011,171480100,25000000,205505,48325382,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,154
Where the Truth Lies,2005,62880100,25000000,872142,543514,2005-01-01,,Based on Fiction Book/Short Story,Live Action,Drama,0,
Jimmy Neutron: Boy Genius,2001,5740100,25000000,80936232,22056304,2001-01-01,Kids Fiction,Based on TV,Digital Animation,Adventure,0,
Carnage,2011,160480100,25000000,2546747,35565407,2011-01-01,Contemporary Fiction,Based on Play,Live Action,Drama,0,79
The Lucky One,2011,147300100,25000000,60457138,36176695,2011-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,81
The Losers,2010,110770100,25000000,23591432,6272408,2010-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,97
The Help,2010,144320100,25000000,169705587,43414417,2010-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,137
The Sisterhood of the Traveling Pants,2005,14390100,25000000,39008741,2507056,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
W.,2008,21140100,25100000,25534493,3041285,2008-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,129
The Constant Gardener,2005,16860100,25500000,33579798,52721801,2005-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,129
Final Destination 2,2003,11840100,26000000,46896664,43500000,2003-01-01,Fantasy,Original Screenplay,Live Action,Horror,1,
Paul Blart: Mall Cop,2009,1920100,26000000,146336178,39568572,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
Pain & Gain,2012,148310100,26000000,49875291,31400000,2012-01-01,Contemporary Fiction,Based on Real Life Events,Live Action,Action,0,129
The Fifth Estate,2013,186900100,26000000,3254172,2900000,2013-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
Agent Cody Banks 2: Destination London,2004,130380100,26000000,23514247,5188836,2004-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,1,
The Curse of the Jade Scorpion,2001,41400100,26000000,7496522,11000000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Lawless,2011,166970100,26000000,37397291,16996346,2011-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115
Red Eye,2005,9070100,26000000,57891803,38774683,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
Freaky Friday,2003,3580100,26000000,110222438,50600000,2003-01-01,Contemporary Fiction,Remake,Live Action,Comedy,0,97
Blood Ties,2013,200840100,26000000,42472,2881487,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,128
Open Range,2003,8980100,26000000,58331254,10282738,2003-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,
Self/Less,2015,193810100,26000000,12279691,15238669,2015-01-01,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,117
In Good Company,2004,12210100,26000000,45489752,18000000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110
The Best of Me,2014,199460100,26000000,26766213,1100000,2014-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,118
The Raven,2011,161080100,26000000,16008272,14593529,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
Clockstoppers,2002,15310100,26000000,36985501,1803327,2002-01-01,Science Fiction,Original Screenplay,Live Action,Adventure,0,
Legion,2010,125900100,26000000,40122938,27479494,2010-01-01,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,104
The 40 Year-old Virgin,2005,3630100,26000000,109243478,67894993,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,116
The Pineapple Express,2008,5110100,26000000,87341380,15062639,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112
New Year’s Eve,2011,143790100,26000000,54544638,92305635,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117
Brothers,2009,112190100,26000000,28544157,16499713,2009-01-01,Historical Fiction,Remake,Live Action,Drama,0,
Limitless,2010,139010100,27000000,79249455,76315464,2010-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105
Mindhunters,2005,47840100,27000000,4476235,12090000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106
Spy Kids: All the Time in the World,2011,143870100,27000000,38536376,42144807,2011-01-01,Kids Fiction,Original Screenplay,Live Action,Adventure,1,89
The Honeymooners,2005,33200100,27000000,12834849,339577,2005-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,0,
About a Boy,2002,13690100,27000000,40803000,89956651,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,
The Duchess,2008,31840100,27000000,13848978,31311132,2008-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,
The Martian Child,2007,41320100,27000000,7500310,1851779,2007-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Case 39,2010,120400100,27000000,13261851,15511976,2010-01-01,Fantasy,Original Screenplay,Live Action,Horror,0,109
The Sisterhood of the Traveling Pants 2,2008,12560100,27000000,44089964,180167,2008-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,
What Just Happened,2008,60770100,27000000,1090947,1321176,2008-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
The Statement,2003,63940100,27000000,765637,779427,2003-01-01,,,Live Action,Thriller/Suspense,0,
The Divine Secrets of the Ya-Ya Sisterhood,2002,7210100,27000000,69586544,4240224,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Lucky Number Slevin,2006,23280100,27000000,22495466,33000000,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110
My Sister's Keeper,2009,11280100,27500000,49200230,47472772,2009-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109
Welcome Home Roscoe Jenkins,2008,13080100,27500000,42168445,1171110,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Rendition,2007,37840100,27500000,9736045,17203880,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
Anonymous,2011,141220100,27500000,4463292,11352217,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,130
Joyful Noise,2011,149620100,27500000,30932113,225801,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Musical,0,0
Notes on a Scandal,2006,27520100,27500000,17510118,33068293,2006-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,92
Knocked Up,2007,1850100,27500000,148761765,70504187,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,132
The Spy Next Door,2009,112360100,28000000,24307106,22445752,2009-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,0,
Pride and Prejudice and Zombies,2015,150880100,28000000,10907291,5268177,2015-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0,107
Zoolander,2001,12270100,28000000,45172250,15608731,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89
